id,loss,baseline
sample_18_18,-13.666983,0.28068989515304565
sample_19_19,-9.854707,0.2860584855079651
sample_20_20,-13.649752,0.28596556186676025
sample_21_21,-20.643852,0.2806129455566406
sample_22_22,-5.532888,0.2843477725982666
sample_23_23,-7.249405,0.2888566255569458
sample_24_24,-9.972875,0.2771533131599426
sample_25_25,-12.188704,0.27815741300582886
sample_26_26,-12.3955765,0.28514528274536133
sample_27_27,-13.029267,0.2869865298271179
sample_28_28,-16.245714,0.2872108221054077
sample_29_29,-2.5185778,0.2828219532966614
sample_30_30,-12.506991,0.2809255123138428
sample_31_31,-22.366625,0.2843253016471863
sample_32_32,-13.008691,0.2828828692436218
sample_33_33,-18.379135,0.2833048105239868
sample_34_34,-23.917925,0.27804315090179443
sample_35_35,-17.515297,0.2761807441711426
sample_36_36,-14.670584,0.2856683135032654
sample_37_37,-14.033218,0.28521203994750977
sample_38_38,-15.683597,0.2828208804130554
sample_39_39,-32.979244,0.2779116630554199
sample_40_40,-18.63553,0.280622661113739
sample_41_41,-25.737942,0.27314168214797974
sample_42_42,-32.952606,0.28351736068725586
sample_43_43,-17.711182,0.2797424793243408
sample_44_44,-22.849913,0.2790740132331848
sample_45_45,-28.135803,0.28640085458755493
sample_46_46,-27.029625,0.27877527475357056
sample_47_47,-30.866833,0.28044289350509644
sample_48_48,-20.17735,0.2837730646133423
sample_49_49,-30.538021,0.28554052114486694
sample_50_50,-24.716637,0.27900826930999756
sample_51_51,-15.615503,0.28374946117401123
sample_52_52,-22.607162,0.28047090768814087
sample_53_53,-26.663088,0.2832818031311035
sample_54_54,-59.33425,0.2815813422203064
sample_55_55,-15.605397,0.2817341089248657
sample_56_56,-37.71754,0.2811335325241089
sample_57_57,-53.981323,0.2804153561592102
sample_58_58,-28.582752,0.283923864364624
sample_59_59,-43.062416,0.2787091135978699
sample_60_60,-40.83348,0.2853200435638428
sample_61_61,-26.5635,0.286740779876709
sample_62_62,-35.459515,0.28399330377578735
sample_63_63,-19.01623,0.2899166941642761
sample_64_64,-41.631035,0.28354954719543457
sample_65_65,-29.050802,0.28509795665740967
sample_66_66,-73.43648,0.27924782037734985
sample_67_67,-18.557545,0.28547054529190063
sample_68_68,-34.34889,0.2832586169242859
sample_69_69,-32.126698,0.28078603744506836
sample_70_70,-47.25528,0.2794113755226135
sample_71_71,-40.398315,0.286734402179718
sample_72_72,-35.76551,0.28305500745773315
sample_73_73,-44.07292,0.2807976007461548
sample_74_74,-58.741974,0.2842864394187927
sample_75_75,-63.507828,0.2830752730369568
sample_76_76,-94.28871,0.28388887643814087
sample_77_77,-32.479954,0.2836862802505493
sample_78_78,-24.150604,0.2803407907485962
sample_79_79,-57.47158,0.27956587076187134
sample_80_80,-35.663853,0.27645838260650635
sample_81_81,-68.388535,0.2799157500267029
sample_82_82,-48.22417,0.277954638004303
sample_83_83,-38.360313,0.27876079082489014
sample_84_84,-67.06836,0.28263401985168457
sample_85_85,-105.09129,0.2809380888938904
sample_86_86,-50.538364,0.28197675943374634
sample_87_87,-35.849728,0.2806773781776428
sample_88_88,-74.31955,0.2794771194458008
sample_89_89,-44.418777,0.2811059355735779
sample_90_90,-60.73728,0.28895407915115356
sample_91_91,-65.88835,0.27749842405319214
sample_92_92,-77.81922,0.28584975004196167
sample_93_93,-84.98514,0.2807425260543823
sample_94_94,-31.802078,0.2836809754371643
sample_95_95,-71.209885,0.2844560146331787
sample_96_96,-56.77559,0.2880292534828186
sample_97_97,-41.072395,0.2826605439186096
sample_98_98,-37.636993,0.2817596197128296
sample_99_99,-50.696712,0.28410035371780396
sample_100_100,-89.23997,0.28526729345321655
sample_1_1,133.64453,0.28277355432510376
sample_2_2,-39.56786,0.2824692726135254
sample_3_3,-77.28894,0.28030145168304443
sample_4_4,-70.918495,0.28387731313705444
sample_5_5,-53.927673,0.28088539838790894
sample_6_6,-89.61408,0.2831123471260071
sample_7_7,-67.75535,0.28612029552459717
sample_8_8,-59.95404,0.2787402272224426
sample_9_9,-106.209404,0.2864118814468384
sample_10_10,-68.3023,0.2857348918914795
sample_11_11,-62.05271,0.28507041931152344
sample_12_12,-131.6436,0.278226375579834
sample_13_13,-73.58048,0.2870084047317505
sample_14_14,-98.531876,0.28471696376800537
sample_15_15,-61.166477,0.2825486660003662
sample_16_16,-57.57703,0.2784106731414795
sample_17_17,-46.10619,0.27562493085861206
sample_18_18,-84.07232,0.28098833560943604
sample_19_19,-62.460567,0.28250032663345337
sample_20_20,-45.55086,0.2802835702896118
sample_21_21,-78.64409,0.28514617681503296
sample_22_22,-63.5002,0.2835453152656555
sample_23_23,-59.242554,0.2827026844024658
sample_24_24,-74.63976,0.2885872721672058
sample_25_25,-62.21016,0.2771896719932556
sample_26_26,-103.26238,0.2808800935745239
sample_27_27,-52.131866,0.2888934016227722
sample_28_28,-104.69547,0.282461941242218
sample_29_29,-61.153885,0.28279346227645874
sample_30_30,-64.07071,0.28682756423950195
sample_31_31,-71.12248,0.2850058674812317
sample_32_32,-53.686848,0.2854059934616089
sample_33_33,-56.108665,0.2782024145126343
sample_34_34,-35.326572,0.2812979817390442
sample_35_35,-54.967613,0.2771618366241455
sample_36_36,-61.491566,0.2868924140930176
sample_37_37,-62.582737,0.2892903685569763
sample_38_38,-105.97471,0.2817419767379761
sample_39_39,-85.8365,0.2859114408493042
sample_40_40,-96.70095,0.2815468907356262
sample_41_41,-61.50159,0.2801569104194641
sample_42_42,-49.750214,0.2772700786590576
sample_43_43,-76.73766,0.2837066650390625
sample_44_44,-92.20229,0.27804797887802124
sample_45_45,-118.41925,0.282687246799469
sample_46_46,-115.6356,0.27779102325439453
sample_47_47,2.0247154,0.28702670335769653
sample_48_48,-82.06155,0.2801118493080139
sample_49_49,-64.3379,0.2769508957862854
sample_50_50,-59.95052,0.2848409414291382
sample_51_51,-63.41833,0.2862963080406189
sample_52_52,-65.18837,0.27828890085220337
sample_53_53,-98.25812,0.2828744649887085
sample_54_54,-67.26547,0.28281503915786743
sample_55_55,-74.4689,0.27702081203460693
sample_56_56,-101.61925,0.2828335762023926
sample_57_57,-116.078766,0.28203171491622925
sample_58_58,-58.826973,0.2788541316986084
sample_59_59,-133.5956,0.27912330627441406
sample_60_60,-105.86535,0.28498369455337524
sample_61_61,-95.61482,0.28220587968826294
sample_62_62,-109.92943,0.28113532066345215
sample_63_63,-76.319275,0.27977925539016724
sample_64_64,-81.23471,0.2766866087913513
sample_65_65,-86.76837,0.28478920459747314
sample_66_66,-130.8914,0.2823880910873413
sample_67_67,-123.023674,0.28194671869277954
sample_68_68,-104.668816,0.2834177017211914
sample_69_69,-42.115944,0.2799464464187622
sample_70_70,-86.98173,0.2762858271598816
sample_71_71,-37.72359,0.27887988090515137
sample_72_72,-74.73206,0.2801429033279419
sample_1_1,332.05457,0.2798105478286743
sample_2_2,-109.496925,0.2846220135688782
sample_1_1,352.1446,0.28342753648757935
sample_2_2,-39.46783,0.28658902645111084
sample_1_1,53.184464,0.2763378620147705
sample_1_1,15.4551935,0.2785390615463257
sample_1_1,15.344584,0.28081756830215454
sample_1_1,16.117746,0.28285491466522217
sample_1_1,15.513989,0.28006047010421753
sample_1_1,15.190525,0.2816099524497986
sample_1_1,14.596323,0.2821655869483948
sample_1_1,15.648411,0.27574628591537476
sample_1_1,15.435408,0.28300154209136963
sample_2_2,-1.0384828,0.2836698293685913
sample_3_3,-2.960312,0.28419971466064453
sample_4_4,-4.245961,0.28175055980682373
sample_5_5,-7.5545435,0.28738778829574585
sample_6_6,-9.192626,0.2813405990600586
sample_7_7,-8.237783,0.27617502212524414
sample_8_8,-2.8230224,0.2812373638153076
sample_9_9,-8.536288,0.2795926332473755
sample_10_10,-3.9796429,0.28655290603637695
sample_11_11,-7.33569,0.2796784043312073
sample_12_12,-7.8949037,0.2786552906036377
sample_13_13,-9.547319,0.2836994528770447
sample_14_14,-5.2509804,0.28365498781204224
sample_15_15,-13.229453,0.2793436050415039
sample_16_16,-10.686956,0.28228050470352173
sample_17_17,-6.586702,0.28599125146865845
sample_18_18,-11.096513,0.28063392639160156
sample_19_19,-20.05403,0.28667759895324707
sample_20_20,-14.759949,0.28035926818847656
sample_21_21,-23.572514,0.27740246057510376
sample_22_22,-4.2948895,0.286989688873291
sample_23_23,-12.641744,0.28122448921203613
sample_24_24,-16.70717,0.2825450301170349
sample_25_25,-7.078487,0.28492993116378784
sample_26_26,-26.719019,0.28358399868011475
sample_27_27,-25.916862,0.27821969985961914
sample_28_28,-17.671997,0.28163039684295654
sample_29_29,-18.598732,0.2796938419342041
sample_30_30,-19.148432,0.2817685008049011
sample_31_31,-21.63609,0.2829146981239319
sample_32_32,-10.149677,0.2842234969139099
sample_33_33,-39.92241,0.27882063388824463
sample_34_34,-23.7341,0.27819299697875977
sample_35_35,-12.086147,0.29093503952026367
sample_36_36,-25.316383,0.2819554805755615
sample_37_37,-29.09018,0.27840715646743774
sample_38_38,-20.07735,0.28341978788375854
sample_39_39,-11.454487,0.27956438064575195
sample_40_40,-20.770473,0.28492623567581177
sample_41_41,-18.72826,0.28574901819229126
sample_42_42,-34.586426,0.2814095616340637
sample_43_43,-27.51721,0.2786581516265869
sample_44_44,-17.514095,0.28085392713546753
sample_45_45,-22.071417,0.28579026460647583
sample_46_46,-30.189934,0.28197139501571655
sample_47_47,-12.44327,0.2850920557975769
sample_48_48,-24.17607,0.2814871072769165
sample_49_49,-32.353863,0.2852504253387451
sample_50_50,-27.932707,0.2828637957572937
sample_51_51,-32.912098,0.28524744510650635
sample_52_52,-31.898214,0.280717670917511
sample_53_53,-28.587156,0.2866883873939514
sample_54_54,-18.969505,0.2813534736633301
sample_55_55,-34.400673,0.2777370810508728
sample_56_56,-39.06588,0.2816615700721741
sample_57_57,-44.865417,0.2837575674057007
sample_58_58,-57.039513,0.27469927072525024
sample_59_59,-52.615875,0.27753978967666626
sample_60_60,-45.765156,0.28384584188461304
sample_61_61,-45.959534,0.28534531593322754
sample_62_62,-32.42021,0.2842894196510315
sample_63_63,-85.136475,0.2788703441619873
sample_64_64,-76.13631,0.28112703561782837
sample_65_65,-53.29308,0.2840149998664856
sample_66_66,-43.23586,0.28487175703048706
sample_67_67,-81.11778,0.27533650398254395
sample_68_68,-27.620861,0.2845684885978699
sample_69_69,-56.638134,0.28052031993865967
sample_70_70,-71.97274,0.2833367586135864
sample_71_71,-30.89112,0.28005439043045044
sample_72_72,-51.201744,0.28351718187332153
sample_73_73,-68.20959,0.2809741497039795
sample_74_74,-20.698011,0.28029072284698486
sample_75_75,-25.0258,0.27519094944000244
sample_76_76,-32.130943,0.2791101932525635
sample_77_77,-23.803612,0.28064072132110596
sample_78_78,-62.273033,0.28190672397613525
sample_79_79,-95.69864,0.2828516364097595
sample_80_80,-36.29216,0.28503626585006714
sample_81_81,-21.54756,0.2797715663909912
sample_82_82,-84.11054,0.2799184322357178
sample_83_83,-72.639465,0.29013746976852417
sample_84_84,-64.01553,0.2786749005317688
sample_85_85,-81.93891,0.2811594605445862
sample_86_86,-67.483086,0.2841246724128723
sample_87_87,-47.843296,0.282392680644989
sample_88_88,-47.026714,0.28246331214904785
sample_89_89,-26.882603,0.2810518741607666
sample_90_90,-47.990097,0.28571605682373047
sample_91_91,-43.788155,0.28476542234420776
sample_92_92,-67.84321,0.28355658054351807
sample_93_93,-91.59919,0.2850837707519531
sample_94_94,-58.165558,0.27809256315231323
sample_95_95,-45.174557,0.2792307734489441
sample_96_96,-82.01862,0.28723037242889404
sample_97_97,-140.99661,0.27887123823165894
sample_98_98,-49.582165,0.2833791971206665
sample_99_99,-89.4339,0.27736085653305054
sample_100_100,-78.40045,0.28049713373184204
sample_1_1,268.489,0.28233492374420166
sample_2_2,-71.41488,0.2824782133102417
sample_3_3,-89.691086,0.28453922271728516
sample_4_4,-84.25219,0.2799542546272278
sample_5_5,-60.780434,0.2811990976333618
sample_6_6,-65.98809,0.2838260531425476
sample_7_7,-101.23854,0.27101045846939087
sample_8_8,-24.49925,0.2893362045288086
sample_9_9,-46.90048,0.28641748428344727
sample_10_10,-75.164154,0.28078919649124146
sample_11_11,-56.84738,0.28798699378967285
sample_12_12,-18.997574,0.28557074069976807
sample_13_13,-56.206005,0.2842012643814087
sample_14_14,-70.55599,0.28228169679641724
sample_15_15,-66.95799,0.28039002418518066
sample_16_16,-71.14487,0.27777647972106934
sample_17_17,-151.31299,0.2754325270652771
sample_18_18,-88.62686,0.2862570285797119
sample_19_19,-109.17415,0.277221143245697
sample_20_20,-72.15522,0.28515928983688354
sample_21_21,-92.84596,0.2860986590385437
sample_22_22,-59.57613,0.2892104387283325
sample_23_23,-61.089314,0.2855784296989441
sample_24_24,-93.230865,0.28286898136138916
sample_25_25,-112.51774,0.27780789136886597
sample_26_26,-40.228302,0.28187060356140137
sample_27_27,-69.89143,0.28501570224761963
sample_28_28,-136.2019,0.27479368448257446
sample_29_29,-57.0876,0.28082382678985596
sample_30_30,-61.550583,0.2842141389846802
sample_31_31,-65.16783,0.28209221363067627
sample_32_32,-77.54547,0.2875429391860962
sample_33_33,-97.634766,0.2801857590675354
sample_34_34,-65.16182,0.2870787978172302
sample_35_35,-111.990524,0.28528666496276855
sample_36_36,-108.357376,0.27866828441619873
sample_37_37,-25.558506,0.28100401163101196
sample_38_38,-41.758907,0.286340594291687
sample_39_39,-70.195526,0.28040802478790283
sample_40_40,-54.279167,0.27630865573883057
sample_41_41,-52.193184,0.27843594551086426
sample_42_42,-91.48033,0.27974092960357666
sample_43_43,-41.628693,0.28373444080352783
sample_44_44,-79.06139,0.28891515731811523
sample_45_45,-107.32942,0.28267258405685425
sample_46_46,-117.62992,0.2856751084327698
sample_47_47,-72.82944,0.27862948179244995
sample_48_48,-78.01903,0.28500455617904663
sample_49_49,-107.75103,0.28416281938552856
sample_50_50,-38.253334,0.28494393825531006
sample_51_51,-30.659199,0.2833889126777649
sample_52_52,-80.58873,0.2822788953781128
sample_53_53,-106.40045,0.2825956344604492
sample_54_54,-44.344322,0.28718245029449463
sample_55_55,-100.132614,0.2834583520889282
sample_56_56,-91.95514,0.28296440839767456
sample_57_57,-73.59351,0.2805992364883423
sample_58_58,-85.45064,0.28097307682037354
sample_59_59,-125.90292,0.28685522079467773
sample_60_60,-79.0213,0.28137117624282837
sample_61_61,-13.596315,0.2785108685493469
sample_62_62,-54.845695,0.28541505336761475
sample_63_63,-112.95048,0.2824036478996277
sample_64_64,-66.26071,0.28224706649780273
sample_65_65,-98.8961,0.2841365337371826
sample_66_66,-119.16614,0.2825472354888916
sample_67_67,-108.177414,0.2794198989868164
sample_68_68,-154.51479,0.27972257137298584
sample_69_69,-108.98895,0.2809901833534241
sample_70_70,-54.251102,0.2812381982803345
sample_71_71,-102.150444,0.28571808338165283
sample_72_72,-83.972435,0.28336745500564575
sample_73_73,-113.29795,0.2773377299308777
sample_74_74,-99.14133,0.2843366861343384
sample_75_75,-83.84419,0.2750239372253418
sample_76_76,-72.3743,0.28025221824645996
sample_77_77,-74.628494,0.28264307975769043
sample_78_78,-45.088463,0.28142911195755005
sample_79_79,-92.9984,0.2816976308822632
sample_80_80,-99.42578,0.28565359115600586
sample_81_81,-99.015854,0.28099942207336426
sample_82_82,-71.71399,0.28288745880126953
sample_83_83,-107.12428,0.27674198150634766
sample_84_84,-178.1097,0.28044748306274414
sample_85_85,-53.273933,0.2914620637893677
sample_86_86,-93.28902,0.28703808784484863
sample_87_87,-60.62068,0.28648269176483154
sample_88_88,-118.879745,0.2813165783882141
sample_89_89,-43.031418,0.2788357138633728
sample_90_90,-37.95844,0.28665077686309814
sample_91_91,-136.77618,0.28066372871398926
sample_92_92,-53.368996,0.28356754779815674
sample_93_93,-72.10387,0.27810537815093994
sample_94_94,-121.295525,0.2815122604370117
sample_95_95,-139.99176,0.27924370765686035
sample_96_96,-112.63535,0.278200626373291
sample_97_97,-86.63649,0.2791171073913574
sample_98_98,-137.09839,0.27252888679504395
sample_99_99,-55.455997,0.27723318338394165
sample_100_100,-121.45546,0.28717488050460815
sample_101_101,-82.13296,0.2825654149055481
sample_102_102,-101.24911,0.27974843978881836
sample_103_103,-137.48589,0.2823869585990906
sample_104_104,-187.10191,0.28219205141067505
sample_105_105,-162.85565,0.27978938817977905
sample_106_106,-113.71479,0.2780298590660095
sample_107_107,-95.15183,0.28179800510406494
sample_108_108,-37.17488,0.2799827456474304
sample_109_109,-46.557735,0.2878994345664978
sample_110_110,-101.2975,0.2779187560081482
sample_111_111,-82.32535,0.28016382455825806
sample_112_112,-107.539604,0.2828853726387024
sample_113_113,-96.14904,0.2846759557723999
sample_114_114,-146.12587,0.28529536724090576
sample_115_115,-87.96493,0.2880855202674866
sample_116_116,-79.75427,0.2847071886062622
sample_117_117,-165.60034,0.28213268518447876
sample_118_118,-73.268936,0.2743232250213623
sample_119_119,-52.52286,0.27685391902923584
sample_120_120,-104.71156,0.28266650438308716
sample_121_121,-102.065,0.27825796604156494
sample_122_122,-69.65244,0.2849191427230835
sample_123_123,-110.13954,0.2731665372848511
sample_124_124,-80.30515,0.2848707437515259
sample_125_125,-100.25128,0.28744733333587646
sample_126_126,-49.023567,0.290111243724823
sample_127_127,-91.77925,0.28495556116104126
sample_128_128,-101.24138,0.28285878896713257
sample_129_129,-72.52374,0.28016096353530884
sample_130_130,-105.32588,0.2871725559234619
sample_131_131,-171.59972,0.27553480863571167
sample_132_132,-101.967476,0.28508150577545166
sample_133_133,-77.234245,0.2764461636543274
sample_134_134,-64.764114,0.27692633867263794
sample_135_135,-110.32786,0.2876771092414856
sample_136_136,-136.05942,0.2822515368461609
sample_137_137,-96.99481,0.2838934659957886
sample_138_138,-105.978714,0.2767719626426697
sample_139_139,-121.43986,0.27789515256881714
sample_140_140,-99.24678,0.28269922733306885
sample_141_141,-63.20877,0.28378546237945557
sample_142_142,-123.95962,0.2809191346168518
sample_143_143,-74.04113,0.2872796058654785
sample_144_144,-158.54225,0.2816939949989319
sample_145_145,-149.67645,0.27779966592788696
sample_146_146,-154.79372,0.2865767478942871
sample_147_147,-168.44748,0.28639352321624756
sample_148_148,-138.9414,0.28172487020492554
sample_149_149,-172.47095,0.2849683165550232
sample_150_150,-129.68115,0.27739381790161133
sample_151_151,-129.29723,0.27691125869750977
sample_152_152,-105.93996,0.27808040380477905
sample_153_153,-136.34937,0.28489959239959717
sample_154_154,-104.171974,0.2756219506263733
sample_155_155,-69.59059,0.2875630259513855
sample_156_156,-132.4956,0.2854918837547302
sample_157_157,-149.086,0.2790297865867615
sample_158_158,-112.372894,0.28258877992630005
sample_159_159,-140.68848,0.27893924713134766
sample_160_160,-149.76692,0.280704140663147
sample_161_161,-70.00737,0.2856244444847107
sample_162_162,-82.299446,0.28475260734558105
sample_163_163,-72.315186,0.2841770648956299
sample_164_164,-117.47751,0.2848392724990845
sample_165_165,-95.3583,0.28158533573150635
sample_166_166,-46.739998,0.28467172384262085
sample_167_167,-101.45327,0.2859519124031067
sample_168_168,-157.44142,0.28407108783721924
sample_169_169,-123.554825,0.28630220890045166
sample_170_170,-113.74319,0.2803388833999634
sample_171_171,-64.38706,0.2855166792869568
sample_172_172,-174.35027,0.2833483815193176
sample_173_173,-83.17754,0.2843601703643799
sample_174_174,-131.56047,0.2844763398170471
sample_175_175,-99.21278,0.2820729613304138
sample_176_176,-215.26863,0.283616840839386
sample_177_177,-161.71521,0.2814672589302063
sample_178_178,-147.5391,0.281669557094574
sample_179_179,-224.49866,0.28620296716690063
sample_180_180,-128.39629,0.28333157300949097
sample_181_181,-66.94828,0.28176015615463257
sample_182_182,-190.55455,0.27861136198043823
sample_183_183,-169.22722,0.2794027328491211
sample_184_184,-66.334366,0.278769850730896
sample_185_185,-122.73065,0.27994877099990845
sample_186_186,-179.73354,0.27948176860809326
sample_187_187,-165.8501,0.2773808240890503
sample_188_188,-126.21001,0.28266334533691406
sample_189_189,-165.63075,0.2810818552970886
sample_190_190,-186.78958,0.27934467792510986
sample_191_191,-142.63266,0.2829391360282898
sample_192_192,-150.6777,0.2815045118331909
sample_193_193,-161.72662,0.2899911403656006
sample_194_194,-78.11119,0.2833186984062195
sample_195_195,-206.56288,0.2842162847518921
sample_196_196,-173.84277,0.2818244695663452
sample_197_197,-101.56272,0.2811921238899231
sample_198_198,-148.94916,0.27981024980545044
sample_199_199,-134.94704,0.2790278196334839
sample_200_200,-167.71152,0.28163039684295654
sample_201_201,-194.00902,0.28534507751464844
sample_202_202,-150.01166,0.2833924889564514
sample_203_203,-120.23901,0.28577542304992676
sample_204_204,-129.38138,0.28197580575942993
sample_205_205,-119.939125,0.27837949991226196
sample_206_206,-149.51874,0.27838069200515747
sample_207_207,-219.00655,0.2738267183303833
sample_208_208,-223.97531,0.2866360545158386
sample_209_209,-192.36,0.2759179472923279
sample_210_210,-136.8512,0.28736740350723267
sample_211_211,-205.41483,0.2827215790748596
sample_212_212,-116.890945,0.2834036946296692
sample_213_213,-160.07669,0.2806018590927124
sample_214_214,-44.69556,0.2825944423675537
sample_215_215,-175.75815,0.28152573108673096
sample_216_216,-171.3628,0.2839518189430237
sample_217_217,-173.26855,0.28374308347702026
sample_218_218,-138.66313,0.2841677665710449
sample_219_219,-186.86432,0.28365767002105713
sample_220_220,-148.24231,0.28626859188079834
sample_221_221,-183.43384,0.27730149030685425
sample_222_222,-117.85399,0.27983736991882324
sample_223_223,-155.50043,0.29048651456832886
sample_224_224,-111.0247,0.28582096099853516
sample_225_225,-135.837,0.2844387888908386
sample_226_226,-112.97786,0.2847751975059509
sample_227_227,-305.17676,0.2762851119041443
sample_228_228,-107.57983,0.2859230041503906
sample_229_229,-306.8507,0.282667338848114
sample_230_230,-226.29938,0.2829700708389282
sample_231_231,-226.9819,0.2822237014770508
sample_232_232,-56.067696,0.28634434938430786
sample_233_233,-217.22888,0.28388673067092896
sample_234_234,-81.850044,0.27860087156295776
sample_235_235,-79.41643,0.2835150361061096
sample_236_236,-238.57285,0.2820659279823303
sample_237_237,-150.68549,0.27848631143569946
sample_238_238,-204.08305,0.2833601236343384
sample_239_239,-208.75648,0.28454750776290894
sample_240_240,-175.79254,0.27554231882095337
sample_241_241,-200.32492,0.27901220321655273
sample_242_242,-126.13836,0.28026527166366577
sample_243_243,-204.54527,0.2817535996437073
sample_244_244,-85.58508,0.28590524196624756
sample_245_245,-130.52565,0.2877412438392639
sample_246_246,-218.33041,0.28039175271987915
sample_247_247,-261.64603,0.27693021297454834
sample_248_248,-254.25157,0.28034722805023193
sample_249_249,-113.966736,0.28524118661880493
sample_250_250,-77.721634,0.2846008539199829
sample_251_251,-169.18343,0.2819494605064392
sample_252_252,-164.41457,0.2798779010772705
sample_253_253,-191.9727,0.2835767865180969
sample_254_254,-137.68336,0.27837973833084106
sample_255_255,-72.56818,0.27432727813720703
sample_256_256,-112.31929,0.27967917919158936
sample_257_257,-116.434364,0.28535306453704834
sample_258_258,-220.96643,0.2764570713043213
sample_259_259,-247.42798,0.2834482789039612
sample_260_260,-212.8823,0.2822566032409668
sample_261_261,-163.94232,0.2800930142402649
sample_262_262,-214.18764,0.2884176969528198
sample_263_263,-274.46112,0.2776346206665039
sample_264_264,-333.84665,0.2809680104255676
sample_265_265,-199.54195,0.28393977880477905
sample_266_266,-195.28564,0.2833513617515564
sample_267_267,-248.74605,0.28672391176223755
sample_268_268,-153.89409,0.28478604555130005
sample_269_269,-269.0569,0.28236138820648193
sample_270_270,-101.906494,0.283875048160553
sample_271_271,-49.688255,0.2883937954902649
sample_272_272,-160.77722,0.2855139970779419
sample_273_273,-239.39966,0.28141510486602783
sample_274_274,-202.84976,0.2846561670303345
sample_275_275,-300.93057,0.281496524810791
sample_276_276,-203.54771,0.2803753614425659
sample_277_277,-228.38774,0.2843594551086426
sample_278_278,-236.53032,0.28541356325149536
sample_279_279,-222.62634,0.28403204679489136
